#--------------------------------------------------------------------------------,
probe_type                  ,,             7.,OCL_code,bottle/rosette/net,
Database origin             ,,             3.,WOD code,GODAR Project,
Original units        ,Oxygen,            88.,NODC code,ml/l (milliliter per liter),
Original units     ,Phosphate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units      ,Silicate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units       ,Nitrate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,Salinity   ,F,O,Oxygen     ,F,O,Phosphate  ,F,O,Silicate   ,F,O,Nitrate    ,F,O,pH         ,F,O,Chlorophyl ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,PSS       ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,(n/a)     ,, , ,ug/l      ,, , ,,
Prof-Flag ,          ,0, ,          ,5, ,          ,5, ,          ,0, ,          ,1, ,          ,0, ,          ,7, ,          ,0, ,          ,1, ,,
         1,        0.,0, ,     -1.46,0, ,    34.933,0, ,      357.,0, ,    0.2735,0, ,     1.195,0, ,    0.8498,0, ,      8.04,0, ,     0.185,0, ,
         2,        5.,0, ,     -1.44,0, ,    34.923,0, ,      352.,0, ,    0.3042,0, ,     1.255,0, ,    0.9472,0, ,      8.15,0, ,     0.219,0, ,
         3,       10.,0, ,     -1.42,0, ,    34.867,0, ,      356.,0, ,   ---*---,0, ,     1.255,0, ,     1.250,0, ,      8.15,0, ,     0.261,0, ,
         4,       20.,0, ,     -1.44,0, ,    35.015,0, ,      357.,0, ,    0.3206,0, ,     1.173,0, ,     1.313,0, ,      8.16,0, ,     0.133,0, ,
         5,       30.,0, ,     -1.33,0, ,    35.089,0, ,      358.,0, ,    0.2786,0, ,     1.255,0, ,    1.5707,0, ,      8.14,0, ,   ---*---,0, ,
         6,       50.,0, ,     -0.67,0, ,    35.035,0, ,      358.,0, ,    0.2786,0, ,     1.255,0, ,    1.5707,0, ,      8.16,0, ,     0.229,0, ,
         7,       75.,0, ,     -0.58,0, ,    34.980,0, ,      349.,0, ,    0.2889,0, ,    1.3547,0, ,    2.3561,0, ,      8.17,0, ,   ---*---,0, ,
         8,      100.,0, ,     -0.52,0, ,    35.018,0, ,      348.,0, ,    0.2786,0, ,    1.3547,0, ,     1.299,0, ,      8.16,0, ,     0.229,0, ,
         9,      150.,0, ,     -0.26,0, ,    35.195,0, ,      345.,0, ,    0.2735,0, ,    1.3547,0, ,     1.326,0, ,      8.16,0, ,   ---*---,0, ,
        10,      200.,0, ,     -0.18,0, ,    35.018,0, ,      349.,0, ,    0.2674,0, ,    1.3547,0, ,    2.8901,0, ,      8.12,0, ,   ---*---,0, ,
        11,      260.,0, ,     -0.25,0, ,    35.090,0, ,      345.,0, ,    0.2889,0, ,    1.5081,0, ,    1.7749,0, ,      8.19,0, ,     0.206,0, ,
END OF VARIABLES SECTION,
BIOLOGY METADATA,,
Type of tow                 ,,             2.,WOD code,VERTICAL TOW,
Gear                        ,,           127.,WOD code,BOTTLE:  (type unspecified),
Sample start time           ,,           8.50,decimal hours (GMT),,
Biology accession#          ,,           283.,NODC code,,
BIOLOGY,Upper Z,Lower Z,Measuremnt Type,ORIGINAL VALUE ,F,Orig unit,WOD CBV value  ,F,_unit,_meth,WOD PGC,ITIS TSN,mod,sex,lif,trp,rlm,ftr,spm  ,min size  ,max size  ,ind length,ind width ,ind radius,tsv       ,,,
1,10.0,10.0,Taxon_count,240000.0,0,#/m3,0.2400000,3, #/ml,70.00,2070000,CERATIUM ARCTICUM,,,,,,,,,,,,,
2,0.,0.,Taxon_count,3920.000,0,#/l,3.9200,3, #/ml,78.00,2160000,DIPLONEIS INTERRUPTA,,,,,,,,,,,,,
3,10.0,10.0,Taxon_count,240000.0,0,#/m3,0.2400000,3, #/ml,70.00,2160000,DIPLONEIS INTERRUPTA,,,,,,,,,,,,,
4,5.0,5.0,Taxon_count,400000.0,0,#/m3,0.4000000,3, #/ml,70.00,2160000,GYROSIGMA FASCIOLA,,,,,,,,,,,,,
5,0.,0.,Taxon_count,1120.000,0,#/l,1.1200,3, #/ml,78.00,2160000,NAVICULA,MODIFIER=2.,,,,,,,,,,,,
6,5.0,5.0,Taxon_count,400000.0,0,#/m3,0.4000000,3, #/ml,70.00,2160000,NAVICULA,MODIFIER=2.,,,,,,,,,,,,
7,20.0,20.0,Taxon_count,320000.0,0,#/m3,0.3200000,3, #/ml,70.00,2160000,PENNALES,MODIFIER=2.,,,,,,,,,,,,
8,50.0,50.0,Taxon_count,640000.0,0,#/m3,0.6400000,3, #/ml,70.00,2160000,PENNALES,MODIFIER=2.,,,,,,,,,,,,
9,150.0,150.0,Taxon_count,480000.0,0,#/m3,0.4800000,3, #/ml,70.00,2160000,PENNALES,MODIFIER=2.,,,,,,,,,,,,
10,260.0,260.0,Taxon_count,0.,0,#/m3,0.000000,1, #/ml,70.00,2000000,PHYTOPLANKTON,MODIFIER=15.,,,,,,,,,,,,
END OF BIOLOGY SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        7954210,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,SU-14951       ,,,
Originators Station ID      ,,             14,,,integer,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,          76.45,decimal degrees,,
Longitude                   ,,          38.98,decimal degrees,,
Year                        ,,           1985,,,
Month                       ,,              4,,,
Day                         ,,              9,,,
Time                        ,,          17.17,decimal hours (UT),,
METADATA,
Country                     ,,             SU,NODC code,SOVIET UNION
Accession Number            ,,           283.,NODC code,,
Platform                    ,,          7068.,OCL code,POMOR,
Institute                   ,,           898.,NODC code,MURMANSK MARINE BIOLOGICAL INSTITUTE OF ACADEMY OF SCIENCES (MMBI),
Bottom depth                ,,           220.,meters,,
Wave direction              ,,             0.,WMO code 0877,CALM (NO WAVES-NO MOTION),
Wave Height                 ,,             1.,WMO code 1555,.5 METER,
Wind Direction              ,,             0.,WMO code 0877,CALM (NO WAVES-NO MOTION),
Air temperature (dry bulb)  ,,          -12.6,degrees Celsius,,
Cloud type                  ,,             2.,WMO code 500,CIRROSTRATUS (CS),
Cloud cover                 ,,             2.,WMO code 2700,2 OKTAS     2/10-3/10,
probe_type                  ,,             7.,OCL_code,bottle/rosette/net,
Database origin             ,,             3.,WOD code,GODAR Project,
Original units        ,Oxygen,            88.,NODC code,ml/l (milliliter per liter),
Original units     ,Phosphate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units      ,Silicate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units       ,Nitrate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,Oxygen     ,F,O,Phosphate  ,F,O,Silicate   ,F,O,Nitrate    ,F,O,pH         ,F,O,Chlorophyl ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,(n/a)     ,, , ,ug/l      ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,1, ,          ,0, ,          ,7, ,          ,0, ,,
         1,        0.,0, ,     -1.79,0, ,      350.,0, ,    0.1998,0, ,    0.0409,0, ,     1.205,0, ,      7.99,0, ,     0.210,0, ,
         2,        5.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,     0.138,0, ,
         3,       10.,0, ,     -1.76,0, ,      356.,0, ,    0.3565,0, ,    0.6275,0, ,   ---*---,0, ,      8.03,0, ,     0.193,0, ,
         4,       20.,0, ,     -1.84,0, ,      347.,0, ,    0.3309,0, ,    0.6071,0, ,     1.126,0, ,      8.02,0, ,     0.111,0, ,
         5,       30.,0, ,     -1.78,0, ,      365.,0, ,    0.2571,0, ,    0.3834,0, ,     1.316,0, ,      7.99,0, ,   ---*---,0, ,
         6,       50.,0, ,     -1.78,0, ,      347.,0, ,    0.2356,0, ,    0.4256,0, ,     1.316,0, ,      7.97,0, ,     0.185,0, ,
         7,       75.,0, ,     -1.80,0, ,      350.,0, ,    0.2786,0, ,    0.4256,0, ,     1.337,0, ,      7.99,0, ,   ---*---,0, ,
         8,      100.,0, ,     -1.78,0, ,      349.,0, ,    0.3206,0, ,    0.2019,0, ,     1.164,0, ,      7.99,0, ,    0.0650,0, ,
         9,      150.,0, ,     -1.91,0, ,      342.,0, ,    0.3206,0, ,    0.3438,0, ,     1.109,0, ,      8.01,0, ,   ---*---,0, ,
        10,      175.,0, ,      0.20,0, ,      340.,0, ,    0.3145,0, ,    0.4256,0, ,    1.6650,0, ,      7.98,0, ,   ---*---,0, ,
        11,      210.,0, ,     -1.68,0, ,      350.,0, ,    0.2991,0, ,    0.1674,0, ,    1.7749,0, ,      8.18,0, ,     0.137,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        7954211,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,SU-14951       ,,,
Originators Station ID      ,,             15,,,integer,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,         76.292,decimal degrees,,
Longitude                   ,,          38.82,decimal degrees,,
Year                        ,,           1985,,,
Month                       ,,              4,,,
Day                         ,,             10,,,
Time                        ,,           4.58,decimal hours (UT),,
METADATA,
Country                     ,,             SU,NODC code,SOVIET UNION
Accession Number            ,,           283.,NODC code,,
Platform                    ,,          7068.,OCL code,POMOR,
Institute                   ,,           898.,NODC code,MURMANSK MARINE BIOLOGICAL INSTITUTE OF ACADEMY OF SCIENCES (MMBI),
Bottom depth                ,,           185.,meters,,
Wave direction              ,,             0.,WMO code 0877,CALM (NO WAVES-NO MOTION),
Wave Height                 ,,             1.,WMO code 1555,.5 METER,
Wind Direction              ,,             0.,WMO code 0877,CALM (NO WAVES-NO MOTION),
Air temperature (dry bulb)  ,,          -13.6,degrees Celsius,,
Cloud type                  ,,             8.,WMO code 500,CUMULUS (CU),
Cloud cover                 ,,             8.,WMO code 2700,8 OKTAS     10/10,
probe_type                  ,,             7.,OCL_code,bottle/rosette/net,
Database origin             ,,             3.,WOD code,GODAR Project,
Original units        ,Oxygen,            88.,NODC code,ml/l (milliliter per liter),
Original units      ,Silicate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units       ,Nitrate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,Salinity   ,F,O,Oxygen     ,F,O,Silicate   ,F,O,Nitrate    ,F,O,pH         ,F,O,Chlorophyl ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,PSS       ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,(n/a)     ,, , ,ug/l      ,, , ,,
Prof-Flag ,          ,0, ,          ,2, ,          ,2, ,          ,7, ,          ,0, ,          ,0, ,          ,7, ,          ,0, ,,
         1,        0.,0, ,     -1.88,0, ,    34.890,0, ,      350.,0, ,    0.6467,0, ,    0.8388,0, ,      8.18,0, ,     0.237,0, ,
         2,        5.,0, ,     -1.85,0, ,   ---*---,0, ,      356.,0, ,    0.6467,0, ,     1.062,0, ,      8.18,0, ,     0.213,0, ,
         3,       10.,0, ,     -1.77,0, ,    34.941,0, ,      348.,0, ,    0.6467,0, ,    0.6958,0, ,      8.02,0, ,     0.196,0, ,
         4,       20.,0, ,     -1.75,0, ,    34.817,0, ,      345.,0, ,    0.7489,0, ,     1.070,0, ,      8.00,0, ,     0.182,0, ,
         5,       30.,0, ,     -1.84,0, ,    34.799,0, ,      371.,0, ,    0.7489,0, ,     1.231,0, ,      8.16,0, ,   ---*---,0, ,
         6,       50.,0, ,     -1.74,0, ,    34.741,0, ,      347.,0, ,    0.7489,0, ,    0.5890,0, ,   ---*---,0, ,     0.159,0, ,
         7,       75.,0, ,     -1.76,0, ,    34.776,0, ,      344.,0, ,    0.7489,0, ,    0.8058,0, ,      8.16,0, ,   ---*---,0, ,
         8,      100.,0, ,     -1.74,0, ,    34.805,0, ,      345.,0, ,    0.6671,0, ,    0.9267,0, ,      7.99,0, ,     0.287,0, ,
         9,      150.,0, ,      0.98,0, ,    35.161,0, ,      338.,0, ,    1.3931,0, ,    0.8325,0, ,      7.96,0, ,   ---*---,0, ,
        10,      180.,0, ,      0.98,0, ,    35.045,0, ,      323.,0, ,   ---*---,0, ,     1.090,0, ,      8.01,0, ,     0.265,0, ,
END OF VARIABLES SECTION,
BIOLOGY METADATA,,
Type of tow                 ,,             2.,WOD code,VERTICAL TOW,
Gear                        ,,           127.,WOD code,BOTTLE:  (type unspecified),
Sample start time           ,,           4.58,decimal hours (GMT),,
Biology accession#          ,,           283.,NODC code,,
BIOLOGY,Upper Z,Lower Z,Measuremnt Type,ORIGINAL VALUE ,F,Orig unit,WOD CBV value  ,F,_unit,_meth,WOD PGC,ITIS TSN,mod,sex,lif,trp,rlm,ftr,spm  ,min size  ,max size  ,ind length,ind width ,ind radius,tsv       ,,,
1,175.0,175.0,Taxon_count,240000.0,0,#/m3,0.2400000,3, #/ml,70.00,2160000,COSCINODISCUS,MODIFIER=2.,,,,,,,,,,,,
2,0.,0.,Taxon_count,280000.0,0,#/m3,0.2800000,3, #/ml,70.00,2070000,DINOPHYSIS ACUTA,,,,,,,,,,,,,
3,0.,0.,Taxon_count,280000.0,0,#/m3,0.2800000,3, #/ml,70.00,2160000,NAVICULA,MODIFIER=2.,,,,,,,,,,,,
4,5.0,5.0,Taxon_count,0.,0,#/m3,0.000000,1, #/ml,70.00,2000000,PHYTOPLANKTON,MODIFIER=15.,,,,,,,,,,,,
5,10.0,10.0,Taxon_count,0.,0,#/m3,0.000000,1, #/ml,70.00,2000000,PHYTOPLANKTON,MODIFIER=15.,,,,,,,,,,,,
6,20.0,20.0,Taxon_count,0.,0,#/m3,0.000000,1, #/ml,70.00,2000000,PHYTOPLANKTON,MODIFIER=15.,,,,,,,,,,,,
7,50.0,50.0,Taxon_count,0.,0,#/m3,0.000000,1, #/ml,70.00,2000000,PHYTOPLANKTON,MODIFIER=15.,,,,,,,,,,,,
8,100.0,100.0,Taxon_count,0.,0,#/m3,0.000000,1, #/ml,70.00,2000000,PHYTOPLANKTON,MODIFIER=15.,,,,,,,,,,,,
END OF BIOLOGY SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        7954212,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,SU-14951       ,,,
Originators Station ID      ,,             16,,,integer,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,           76.0,decimal degrees,,
Longitude                   ,,          33.50,decimal degrees,,
Year                        ,,           1985,,,
Month                       ,,              4,,,
Day                         ,,             10,,,
Time                        ,,          13.42,decimal hours (UT),,
METADATA,
Country                     ,,             SU,NODC code,SOVIET UNION
Accession Number            ,,           283.,NODC code,,
Platform                    ,,          7068.,OCL code,POMOR,
Institute                   ,,           898.,NODC code,MURMANSK MARINE BIOLOGICAL INSTITUTE OF ACADEMY OF SCIENCES (MMBI),
Bottom depth                ,,           325.,meters,,
Wave direction              ,,             0.,WMO code 0877,CALM (NO WAVES-NO MOTION),
Wave Height                 ,,             1.,WMO code 1555,.5 METER,
Wind Direction              ,,             0.,WMO code 0877,CALM (NO WAVES-NO MOTION),
Air temperature (dry bulb)  ,,           -11.,degrees Celsius,,
Cloud type                  ,,             8.,WMO code 500,CUMULUS (CU),
Cloud cover                 ,,             8.,WMO code 2700,8 OKTAS     10/10,
probe_type                  ,,             7.,OCL_code,bottle/rosette/net,
Database origin             ,,             3.,WOD code,GODAR Project,
Original units        ,Oxygen,            88.,NODC code,ml/l (milliliter per liter),
Original units     ,Phosphate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units      ,Silicate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units       ,Nitrate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,Salinity   ,F,O,Oxygen     ,F,O,Phosphate  ,F,O,Silicate   ,F,O,Nitrate    ,F,O,pH         ,F,O,Chlorophyl ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,PSS       ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,(n/a)     ,, , ,ug/l      ,, , ,,
Prof-Flag ,          ,0, ,          ,2, ,          ,2, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,,
         1,        0.,0, ,     -0.86,0, ,   ---*---,0, ,      346.,0, ,    0.2715,0, ,    1.4314,0, ,    0.4775,0, ,      8.09,0, ,     0.311,0, ,
         2,        5.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,     0.256,0, ,
         3,       10.,0, ,     -0.78,0, ,    34.412,0, ,      344.,0, ,    0.3555,0, ,    1.4314,0, ,    0.4916,0, ,      8.12,0, ,     0.225,0, ,
         4,       20.,0, ,     -0.74,0, ,    34.884,0, ,      345.,0, ,   ---*---,0, ,    1.4314,0, ,    0.5984,0, ,   ---*---,0, ,     0.350,0, ,
         5,       30.,0, ,     -0.73,0, ,    34.892,0, ,      349.,0, ,    0.3514,0, ,     1.134,0, ,    0.6613,0, ,      8.11,0, ,   ---*---,0, ,
         6,       50.,0, ,     0.080,0, ,    34.784,0, ,      331.,0, ,    0.3247,0, ,     1.134,0, ,    0.7492,0, ,      8.11,0, ,     0.190,0, ,
         7,       75.,0, ,     -0.19,0, ,    34.836,0, ,      338.,0, ,    0.3247,0, ,     1.172,0, ,    0.9597,0, ,      8.01,0, ,   ---*---,0, ,
         8,      100.,0, ,     0.020,0, ,    34.795,0, ,      337.,0, ,    0.3247,0, ,    1.3931,0, ,    1.7435,0, ,      8.14,0, ,    0.0990,0, ,
         9,      150.,0, ,      0.10,0, ,    34.877,0, ,      311.,0, ,    0.2725,0, ,     1.275,0, ,    0.9534,0, ,      8.12,0, ,   ---*---,0, ,
        10,      200.,0, ,      0.40,0, ,    34.872,0, ,      335.,0, ,    0.3237,0, ,     1.275,0, ,     1.148,0, ,      8.13,0, ,   ---*---,0, ,
        11,      250.,0, ,      0.69,0, ,    34.845,0, ,      330.,0, ,    0.3309,0, ,    1.3931,0, ,     1.125,0, ,      8.16,0, ,   ---*---,0, ,
        12,      310.,0, ,      0.36,0, ,    34.925,0, ,      335.,0, ,   ---*---,0, ,   ---*---,0, ,    0.9691,0, ,      8.72,1, ,     0.158,0, ,
END OF VARIABLES SECTION,
BIOLOGY METADATA,,
Type of tow                 ,,             2.,WOD code,VERTICAL TOW,
Gear                        ,,           127.,WOD code,BOTTLE:  (type unspecified),
Sample start time           ,,          13.42,decimal hours (GMT),,
Biology accession#          ,,           283.,NODC code,,
BIOLOGY,Upper Z,Lower Z,Measuremnt Type,ORIGINAL VALUE ,F,Orig unit,WOD CBV value  ,F,_unit,_meth,WOD PGC,ITIS TSN,mod,sex,lif,trp,rlm,ftr,spm  ,min size  ,max size  ,ind length,ind width ,ind radius,tsv       ,,,
1,0.,0.,Taxon_count,280000.0,0,#/m3,0.2800000,3, #/ml,70.00,2160000,COSCINODISCUS OCULUS-IRIDIS,,,,,,,,,,,,,
2,0.,0.,Taxon_count,280000.0,0,#/m3,0.2800000,3, #/ml,70.00,2160000,COSCINODISCUS RADIATUS,,,,,,,,,,,,,
3,5.0,5.0,Taxon_count,240000.0,0,#/m3,0.2400000,3, #/ml,70.00,2160000,COSCINODISCUS,MODIFIER=2.,,,,,,,,,,,,
4,10.0,10.0,Taxon_count,240000.0,0,#/m3,0.2400000,3, #/ml,70.00,2160000,COSCINODISCUS,MODIFIER=2.,,,,,,,,,,,,
5,0.,0.,Taxon_count,3360.000,0,#/l,3.3600,3, #/ml,78.00,2160000,FRAGILARIA OCEANICA,,,,,,,,,,,,,
6,10.0,10.0,Taxon_count,1920.000,0,#/l,1.9200,3, #/ml,78.00,2160000,FRAGILARIA OCEANICA,,,,,,,,,,,,,
7,5.0,5.0,Taxon_count,1200.000,0,#/l,1.2000,3, #/ml,78.00,2160000,MELOSIRA SULCATA,,,,,,,,,,,,,
8,10.0,10.0,Taxon_count,240000.0,0,#/m3,0.2400000,3, #/ml,70.00,2160000,NAVICULA,MODIFIER=2.,,,,,,,,,,,,
9,10.0,10.0,Taxon_count,960000.0,0,#/m3,0.9600000,3, #/ml,70.00,2160000,NAVICULA VANHOEFFENII,,,,,,,,,,,,,
10,0.,0.,Taxon_count,280000.0,0,#/m3,0.2800000,3, #/ml,70.00,2160000,PENNALES,MODIFIER=2.,,,,,,,,,,,,
11,5.0,5.0,Taxon_count,480000.0,0,#/m3,0.4800000,3, #/ml,70.00,2160000,PENNALES,MODIFIER=2.,,,,,,,,,,,,
12,5.0,5.0,Taxon_count,960000.0,0,#/m3,0.9600000,3, #/ml,70.00,2160000,THALASSIOSIRA GRAVIDA,,,,,,,,,,,,,
13,10.0,10.0,Taxon_count,960000.0,0,#/m3,0.9600000,3, #/ml,70.00,2160000,THALASSIOSIRA GRAVIDA,,,,,,,,,,,,,
END OF BIOLOGY SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        7954213,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,SU-14951       ,,,
Originators Station ID      ,,             17,,,integer,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,          75.50,decimal degrees,,
Longitude                   ,,          33.50,decimal degrees,,
Year                        ,,           1985,,,
Month                       ,,              4,,,
Day                         ,,             10,,,
Time                        ,,          19.25,decimal hours (UT),,
METADATA,
Country                     ,,             SU,NODC code,SOVIET UNION
Accession Number            ,,           283.,NODC code,,
Platform                    ,,          7068.,OCL code,POMOR,
Institute                   ,,           898.,NODC code,MURMANSK MARINE BIOLOGICAL INSTITUTE OF ACADEMY OF SCIENCES (MMBI),
Bottom depth                ,,           225.,meters,,
Wave direction              ,,             0.,WMO code 0877,CALM (NO WAVES-NO MOTION),
Wave Height                 ,,             1.,WMO code 1555,.5 METER,
Wind Direction              ,,             0.,WMO code 0877,CALM (NO WAVES-NO MOTION),
Air temperature (dry bulb)  ,,           -9.3,degrees Celsius,,
Cloud type                  ,,             8.,WMO code 500,CUMULUS (CU),
Cloud cover                 ,,             8.,WMO code 2700,8 OKTAS     10/10,
probe_type                  ,,             7.,OCL_code,bottle/rosette/net,
Database origin             ,,             3.,WOD code,GODAR Project,
Original units        ,Oxygen,            88.,NODC code,ml/l (milliliter per liter),
Original units     ,Phosphate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
Original units       ,Nitrate,             7.,NODC code,ug-at/l            mmol/m3  umol/l  uM  umol/dm3,
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,Salinity   ,F,O,Oxygen     ,F,O,Phosphate  ,F,O,Nitrate    ,F,O,pH         ,F,O,Chlorophyl ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,PSS       ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,umol/kg   ,, , ,(n/a)     ,, , ,ug/l      ,, , ,,
Prof-Flag ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,,
         1,        0.,0, ,      0.82,0, ,    34.942,0, ,      336.,0, ,    0.3309,0, ,    2.0891,0, ,      7.99,0, ,     0.218,0, ,
         2,        5.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,     0.152,0, ,
         3,       10.,0, ,      0.82,0, ,    34.974,0, ,      330.,0, ,    0.3309,0, ,    1.7121,0, ,      8.15,0, ,     0.148,0, ,
         4,       20.,0, ,      0.86,0, ,    34.987,0, ,      330.,0, ,   ---*---,0, ,     1.429,0, ,      8.15,0, ,     0.127,0, ,
         5,       30.,0, ,      0.84,0, ,    35.035,0, ,      328.,0, ,    0.3934,0, ,   ---*---,0, ,      8.16,0, ,   ---*---,0, ,
         6,       50.,0, ,      0.78,0, ,    35.028,0, ,      328.,0, ,   ---*---,0, ,     1.414,0, ,      8.18,0, ,     0.107,0, ,
         7,       75.,0, ,      0.78,0, ,    35.045,0, ,      331.,0, ,    0.3411,0, ,     1.528,0, ,      8.16,0, ,   ---*---,0, ,
         8,      100.,0, ,      0.74,0, ,    35.010,0, ,      332.,0, ,    0.3309,0, ,    1.8063,0, ,      8.16,0, ,     0.207,0, ,
         9,      150.,0, ,      0.41,0, ,    35.015,0, ,      336.,0, ,    0.3309,0, ,    1.6493,0, ,      8.02,0, ,   ---*---,0, ,
        10,      210.,0, ,    -0.040,0, ,    34.973,0, ,      342.,0, ,   ---*---,0, ,    2.4975,0, ,      8.16,0, ,     0.236,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
CAST                        ,,        7954214,WOD Unique Cast Number,WOD code,
NODC Cruise ID              ,,SU-14951       ,,,
Originators Station ID      ,,             18,,,integer,
Originators Cruise ID       ,,               ,,,
Latitude                    ,,           75.0,decimal degrees,,
Longitude                   ,,          33.50,decimal degrees,,
Year                        ,,           1985,,,
Month                       ,,              4,,,
Day                         ,,             10,,,
Time                        ,,           23.0,decimal hours (UT),,
METADATA,
Country                     ,,             SU,NODC code,SOVIET UNION
Accession Number            ,,           283.,NODC code,,
Platform                    ,,          7068.,OCL code,POMOR,
Institute                   ,,           898.,NODC code,MURMANSK MARINE BIOLOGICAL INSTITUTE OF ACADEMY OF SCIENCES (MMBI),
Bottom depth                ,,           159.,meters,,
Wave Height                 ,,             0.,WMO code 1555,,
Wind Direction              ,,             0.,WMO code 0877,CALM (NO WAVES-NO MOTION),
Air temperature (dry bulb)  ,,           -8.4,degrees Celsius,,
Cloud type                  ,,             8.,WMO code 500,CUMULUS (CU),
Cloud cover                 ,,             8.,WMO code 2700,8 OKTAS     10/10,
probe_type                  ,,             7.,OCL_code,bottle/rosette/net,
Database origin             ,,             3.,WOD code,GODAR Project,
Original units        ,Oxygen,            88.,NODC code,ml/l (milliliter per liter),
VARIABLES ,Depth     ,F,O,Temperatur ,F,O,Salinity   ,F,O,Oxygen     ,F,O,pH         ,F,O,Chlorophyl ,F,O,,
UNITS     ,m         , , ,degrees C ,, , ,PSS       ,, , ,umol/kg   ,, , ,(n/a)     ,, , ,ug/l      ,, , ,,
Prof-Flag ,          ,0, ,          ,9, ,          ,0, ,          ,0, ,          ,0, ,          ,0, ,,
         1,        0.,0, ,      0.15,0, ,    34.948,0, ,      348.,0, ,      8.00,0, ,     0.269,0, ,
         2,        5.,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,   ---*---,0, ,     0.183,0, ,
         3,       10.,0, ,     -0.31,0, ,    34.909,0, ,      373.,0, ,      7.97,0, ,     0.170,0, ,
         4,       20.,0, ,     -0.63,0, ,    34.957,0, ,      344.,0, ,      7.85,0, ,     0.165,0, ,
         5,       30.,0, ,     -0.72,0, ,    34.997,0, ,      352.,0, ,      8.00,0, ,   ---*---,0, ,
         6,       50.,0, ,     -0.85,0, ,    34.990,0, ,      351.,0, ,      8.01,0, ,     0.344,0, ,
         7,       75.,0, ,     -0.90,0, ,    34.995,0, ,      352.,0, ,      8.15,0, ,   ---*---,0, ,
         8,      100.,0, ,     -1.90,0, ,    35.090,0, ,      351.,0, ,      7.73,0, ,     0.343,0, ,
         9,      150.,0, ,     -1.90,0, ,    35.095,0, ,      349.,0, ,      7.91,0, ,     0.167,0, ,
END OF VARIABLES SECTION,
#--------------------------------------------------------------------------------,
